"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
"ILMN_1769891",935.176678059622,-2.03869589761382,0.497676172893191,-4.09643058811127,4.19569212770217e-05,0.00191282174944408,"CDH4"
"ILMN_1770014",1158.48334694656,-2.20843779200488,0.566315779346906,-3.89965788089416,9.63287064191134e-05,0.00337553416075447,"KCNQ4"
"ILMN_1770711",1101.6278799648,-2.21272199171038,0.54437420457897,-4.06470764613423,4.80927064453467e-05,0.0020791793816694,"TNFRSF8"
"ILMN_1771841",1108.52516847058,-2.53903636622819,0.390289433544188,-6.50552166675742,7.74242230981981e-11,5.32182345793179e-08,"FOSL1"
"ILMN_1773459",1267.46867755547,-2.38409363903224,0.552541954323701,-4.31477396490247,1.59766289133172e-05,0.000941286794020425,"SOX11"
"ILMN_1774350",1454.1986487147,-2.16033493235828,0.519154173985379,-4.16125891038126,3.16498010575172e-05,0.00158290338982997,"MYOZ3"
"ILMN_1774705",1136.88450568638,-2.10607252039285,0.575287016009266,-3.66090744582166,0.000251323541380954,0.00644094662887115,"ELOA2"
"ILMN_1774733",1654.85261515445,-2.05857292112454,0.412545538636334,-4.9899289371281,6.0401508807942e-07,8.47739919693456e-05,"SOCS1"
"ILMN_1775257",1520.37494346863,-2.23280616868061,0.423691326807099,-5.26988877848136,1.36506447788995e-07,2.42339625554939e-05,"PROK2"
"ILMN_1777658",871.157744998995,-2.01672923745288,0.455684755495576,-4.42571144443839,9.61249475458681e-06,0.000663727041956969,"SCARF1"
"ILMN_1778668",3009.38315512239,-2.00801661600089,0.431750445752109,-4.65087328978417,3.30532374481853e-06,0.000307659075094966,"TAGLN"
"ILMN_1778681",2746.24077720705,-2.08314556988162,0.570937639299379,-3.64863940734041,0.000263632833095403,0.00666089100545567,"EBF1"
"ILMN_1779043",1104.53196078778,-2.03372927741172,0.542582679427648,-3.74823847963048,0.000178080890589056,0.00510568388665328,"CACNG6"
"ILMN_1780170",2157.61141110406,-2.02710421794512,0.688715633383103,-2.94331088142663,0.00324722153742086,0.0321329892040018,"APOD"
"ILMN_1781001",2261.66996980191,-3.19633694039739,0.503102236800946,-6.35325527614783,2.10805446386598e-10,1.15327787781337e-07,"SOCS3"
"ILMN_1781812",1153.67765408575,-2.1201926107453,0.563401344942393,-3.76320118824368,0.000167752138690114,0.00486680907128342,"NR4A3"
"ILMN_1782305",1100.50684665742,-2.08629254303373,0.275496091310604,-7.57285714330359,3.65103735095171e-14,9.33516151147434e-11,"NR4A2"
"ILMN_1782704",1642.76189282863,-2.054634562466,0.491415621163726,-4.18105260390461,2.90162719596081e-05,0.00147702951668155,"CD19"
"ILMN_1789112",1187.11144109854,-2.16422395644952,0.565717111459511,-3.82562929883095,0.000130438449243527,0.00406185864558072,"TMEM145"
"ILMN_1793570",1316.19000947169,-2.20854414297892,0.669938565064927,-3.29663682335541,0.000978499405400178,0.0153665105802944,NA
"ILMN_1794959",1262.68570937446,-2.2266219084317,0.543963030870501,-4.09333315329987,4.25216079577186e-05,0.00192546747385568,"SLC35F3"
"ILMN_1795325",2616.7147883808,-2.66103714153072,0.485446896248899,-5.48162355572329,4.21440236587098e-08,9.57419357812741e-06,"ACTG2"
"ILMN_1799329",1017.96703442869,-2.38959404050496,0.522120654206698,-4.5767085083728,4.72348896438694e-06,0.000389607903594833,"TTLL10"
"ILMN_1804993",1013.68844126549,-2.14623743401917,0.487056587305059,-4.40654636434454,1.05031834448167e-05,0.000698657167754839,"FAM178B"
"ILMN_1807034",948.389373594275,-2.75036381932225,0.417851016669003,-6.58216376077631,4.63650487571982e-11,3.65561135892415e-08,"CALCA"
"ILMN_1810054",1611.34671016234,-2.7200397099421,0.540811654177954,-5.02955084072036,4.91630134440908e-07,7.08555323331044e-05,"CNN1"
"ILMN_1815023",7353.2443281907,-2.17760329298967,0.378961217058288,-5.74624313773705,9.12480729741856e-09,2.63020117442903e-06,"PIM1"
"ILMN_2054297",6118.35087482073,-2.46969177862307,0.410408008188821,-6.01765006857957,1.76967231161898e-09,7.10888941901086e-07,"PTGS2"
"ILMN_2086077",2884.59653090142,-2.76105294822843,0.434483346889428,-6.35479580056516,2.08703673971662e-10,1.15327787781337e-07,"JUNB"
"ILMN_2108735",1200.30705478156,2.75898619059235,0.743006952448855,3.71327102862105,0.000204597573941739,0.00555688669164761,"EEF1A2"
"ILMN_2110908",4988.57492604969,-2.10850447978288,0.233799183410706,-9.01844244716184,1.90782389744758e-19,2.55715176094386e-15,"MYC"
"ILMN_2118129",1741.85875075941,-2.20051451960248,0.399572577014195,-5.50717102771622,3.64645964047814e-08,8.57461785809627e-06,"ITLN2"
"ILMN_2137789",1549.52876377414,-2.09275460207971,0.394119144151767,-5.30995419312551,1.0965279109156e-07,2.04129331304961e-05,"KLF4"
"ILMN_2149815",2132.61449676977,-2.05078415157979,0.735362253988583,-2.78880802006956,0.00529024143235468,0.0430004554509193,"CYP2F1"
"ILMN_2159721",653.648608384695,-2.05480804438722,0.412849051153066,-4.97714125452933,6.45302307233503e-07,8.99964828729217e-05,NA
"ILMN_2163790",654.293049570182,-2.11222792478729,0.461015361067665,-4.58168664899925,4.61240670019867e-06,0.000382801196322681,NA
"ILMN_2184373",3757.99361421793,-3.04087437033284,0.624855473165168,-4.86652434190818,1.13577940282725e-06,0.000142274946035467,"CXCL8"
"ILMN_2230178",1186.71488480149,-2.71096770027702,0.477558336159741,-5.67672574219334,1.37297331831653e-08,3.60836232785405e-06,"DAND5"
"ILMN_2232463",1362.04910883929,-3.05861725766293,0.432631098674252,-7.06980442930641,1.55152202117495e-12,2.18903425377036e-09,"ARL14"
"ILMN_2242900",1252.09424782123,-2.50308425626737,0.539364761152257,-4.64080050561698,3.47062062517935e-06,0.000315743505303717,"IL1RL1"
"ILMN_2264177",820.696222755841,-2.02118058947902,0.478938559998635,-4.22012499783851,2.44166898414587e-05,0.00130646348219558,NA
"ILMN_2275760",600.746370056842,-2.00848308971582,0.447468527526521,-4.48854604550211,7.17109255203676e-06,0.000538474728410223,"TFAP2A"
